datetime,e20-601b-2,e20-604b-1,e22-508-1,e22-511-2
2017-03-21 00:00:00,422.0,358.0,364.8,400.96
2017-03-21 00:01:00,422.0,354.0,364.8,400.96
2017-03-21 00:02:00,422.0,354.0,364.8,400.96
2017-03-21 00:03:00,422.0,354.0,364.8,400.96
2017-03-21 00:04:00,422.0,354.0,365.76,400.96
2017-03-21 00:05:00,412.0,354.0,365.76,400.96
2017-03-21 00:06:00,412.0,360.0,365.76,408.0
2017-03-21 00:07:00,412.0,360.0,365.76,408.0
2017-03-21 00:08:00,412.0,360.0,365.76,408.0
2017-03-21 00:09:00,412.0,360.0,360.0,408.0
2017-03-21 00:10:00,422.0,360.0,360.0,408.0
2017-03-21 00:11:00,422.0,362.0,360.0,404.8
2017-03-21 00:12:00,422.0,362.0,360.0,404.8
2017-03-21 00:13:00,422.0,362.0,360.0,404.8
2017-03-21 00:14:00,422.0,362.0,358.72,404.8
2017-03-21 00:15:00,430.0,362.0,358.72,404.8
2017-03-21 00:16:00,430.0,356.0,358.72,401.92
2017-03-21 00:17:00,430.0,356.0,358.72,401.92
2017-03-21 00:18:00,430.0,356.0,358.72,401.92
2017-03-21 00:19:00,430.0,356.0,363.84,401.92
2017-03-21 00:20:00,427.0,356.0,363.84,396.8
2017-03-21 00:21:00,427.0,352.0,363.84,396.8
2017-03-21 00:22:00,427.0,352.0,363.84,396.8
2017-03-21 00:23:00,427.0,352.0,363.84,396.8
2017-03-21 00:24:00,427.0,352.0,364.8,396.8
2017-03-21 00:25:00,418.0,352.0,364.8,402.88
2017-03-21 00:26:00,418.0,355.0,364.8,402.88
2017-03-21 00:27:00,418.0,355.0,364.8,402.88
2017-03-21 00:28:00,418.0,355.0,364.8,402.88
2017-03-21 00:29:00,418.0,355.0,364.8,402.88
2017-03-21 00:30:00,426.0,355.0,362.88,402.88
2017-03-21 00:31:00,426.0,363.0,362.88,396.8
2017-03-21 00:32:00,426.0,363.0,362.88,396.8
2017-03-21 00:33:00,426.0,363.0,362.88,396.8
2017-03-21 00:34:00,426.0,363.0,362.88,396.8
2017-03-21 00:35:00,416.0,363.0,362.88,396.8
2017-03-21 00:36:00,416.0,356.0,363.84,403.84
2017-03-21 00:37:00,416.0,356.0,363.84,403.84
2017-03-21 00:38:00,416.0,356.0,363.84,403.84
2017-03-21 00:39:00,416.0,356.0,360.96,403.84
2017-03-21 00:40:00,422.0,356.0,360.96,403.84
2017-03-21 00:41:00,422.0,361.0,360.96,397.76
2017-03-21 00:42:00,422.0,361.0,360.96,397.76
2017-03-21 00:43:00,422.0,361.0,360.96,397.76
2017-03-21 00:44:00,422.0,361.0,360.96,397.76
2017-03-21 00:45:00,416.0,361.0,360.96,397.76
2017-03-21 00:46:00,416.0,360.0,360.96,401.92
2017-03-21 00:47:00,416.0,360.0,360.96,401.92
2017-03-21 00:48:00,416.0,360.0,361.92,401.92
2017-03-21 00:49:00,416.0,360.0,353.92,401.92
2017-03-21 00:50:00,416.0,360.0,353.92,401.92
2017-03-21 00:51:00,416.0,353.0,353.92,400.96
2017-03-21 00:52:00,416.0,353.0,353.92,400.96
2017-03-21 00:53:00,416.0,353.0,353.92,400.96
2017-03-21 00:54:00,416.0,353.0,349.76,400.96
2017-03-21 00:55:00,421.0,353.0,349.76,400.96
2017-03-21 00:56:00,421.0,360.0,349.76,401.92
2017-03-21 00:57:00,421.0,360.0,349.76,401.92
2017-03-21 00:58:00,421.0,360.0,349.76,401.92
2017-03-21 00:59:00,421.0,360.0,347.84,401.92
2017-03-21 01:00:00,417.0,360.0,347.84,401.92
2017-03-21 01:01:00,417.0,360.0,347.84,409.92
2017-03-21 01:02:00,417.0,360.0,347.84,409.92
2017-03-21 01:03:00,417.0,360.0,347.84,409.92
2017-03-21 01:04:00,417.0,360.0,364.8,409.92
2017-03-21 01:05:00,416.0,360.0,364.8,409.92
2017-03-21 01:06:00,416.0,358.0,364.8,396.8
2017-03-21 01:07:00,416.0,358.0,364.8,396.8
2017-03-21 01:08:00,416.0,358.0,364.8,396.8
2017-03-21 01:09:00,416.0,358.0,352.96,396.8
2017-03-21 01:10:00,418.0,358.0,352.96,396.8
2017-03-21 01:11:00,418.0,352.0,352.96,397.76
2017-03-21 01:12:00,418.0,352.0,352.96,397.76
2017-03-21 01:13:00,418.0,352.0,352.96,397.76
2017-03-21 01:14:00,418.0,352.0,348.8,397.76
2017-03-21 01:15:00,422.0,352.0,348.8,397.76
2017-03-21 01:16:00,422.0,350.0,348.8,397.76
2017-03-21 01:17:00,422.0,350.0,348.8,397.76
2017-03-21 01:18:00,422.0,350.0,348.8,397.76
2017-03-21 01:19:00,422.0,350.0,348.8,397.76
2017-03-21 01:20:00,422.0,350.0,348.8,397.76
2017-03-21 01:21:00,422.0,350.0,348.8,390.72
2017-03-21 01:22:00,422.0,350.0,348.8,390.72
2017-03-21 01:23:00,422.0,350.0,348.8,390.72
2017-03-21 01:24:00,422.0,350.0,358.72,390.72
2017-03-21 01:25:00,424.0,350.0,358.72,390.72
2017-03-21 01:26:00,424.0,355.0,358.72,400.96
2017-03-21 01:27:00,424.0,355.0,358.72,400.96
2017-03-21 01:28:00,424.0,355.0,358.72,400.96
2017-03-21 01:29:00,424.0,355.0,349.76,400.96
2017-03-21 01:30:00,418.0,355.0,349.76,400.96
2017-03-21 01:31:00,418.0,352.0,349.76,393.92
2017-03-21 01:32:00,418.0,352.0,349.76,393.92
2017-03-21 01:33:00,418.0,352.0,349.76,393.92
2017-03-21 01:34:00,418.0,352.0,341.76,393.92
2017-03-21 01:35:00,419.0,352.0,341.76,393.92
2017-03-21 01:36:00,419.0,346.0,341.76,404.8
2017-03-21 01:37:00,419.0,346.0,341.76,404.8
2017-03-21 01:38:00,419.0,346.0,341.76,404.8
2017-03-21 01:39:00,419.0,346.0,352.96,404.8
2017-03-21 01:40:00,418.0,346.0,352.96,404.8
2017-03-21 01:41:00,418.0,346.0,352.96,400.96
2017-03-21 01:42:00,418.0,346.0,352.96,400.96
2017-03-21 01:43:00,418.0,346.0,352.96,400.96
2017-03-21 01:44:00,418.0,346.0,352.96,400.96
2017-03-21 01:45:00,416.0,346.0,352.96,400.96
2017-03-21 01:46:00,416.0,346.0,352.96,400.0
2017-03-21 01:47:00,416.0,346.0,352.96,400.0
2017-03-21 01:48:00,416.0,346.0,352.96,400.0
2017-03-21 01:49:00,416.0,346.0,344.96,400.0
2017-03-21 01:50:00,413.0,346.0,344.96,400.0
2017-03-21 01:51:00,413.0,353.0,344.96,400.0
2017-03-21 01:52:00,413.0,353.0,344.96,400.0
2017-03-21 01:53:00,413.0,353.0,344.96,400.0
2017-03-21 01:54:00,413.0,353.0,347.84,400.0
2017-03-21 01:55:00,424.0,353.0,347.84,400.0
2017-03-21 01:56:00,424.0,355.0,347.84,397.76
2017-03-21 01:57:00,424.0,355.0,347.84,397.76
2017-03-21 01:58:00,424.0,355.0,347.84,397.76
2017-03-21 01:59:00,424.0,355.0,339.84,397.76
2017-03-21 02:00:00,417.0,355.0,339.84,397.76
2017-03-21 02:01:00,417.0,355.0,339.84,395.84
2017-03-21 02:02:00,417.0,355.0,339.84,395.84
2017-03-21 02:03:00,417.0,355.0,339.84,395.84
2017-03-21 02:04:00,417.0,355.0,342.72,395.84
2017-03-21 02:05:00,421.0,355.0,342.72,395.84
2017-03-21 02:06:00,421.0,350.0,342.72,400.0
2017-03-21 02:07:00,421.0,350.0,342.72,400.0
2017-03-21 02:08:00,421.0,350.0,342.72,400.0
2017-03-21 02:09:00,421.0,350.0,344.0,400.0
2017-03-21 02:10:00,421.0,350.0,344.0,400.0
2017-03-21 02:11:00,421.0,352.0,344.0,394.88
2017-03-21 02:12:00,421.0,352.0,344.0,394.88
2017-03-21 02:13:00,421.0,352.0,344.0,394.88
2017-03-21 02:14:00,421.0,352.0,339.84,394.88
2017-03-21 02:15:00,424.0,352.0,339.84,394.88
2017-03-21 02:16:00,424.0,348.0,339.84,396.8
2017-03-21 02:17:00,424.0,348.0,339.84,396.8
2017-03-21 02:18:00,424.0,348.0,339.84,396.8
2017-03-21 02:19:00,424.0,348.0,342.72,396.8
2017-03-21 02:20:00,424.0,348.0,342.72,396.8
2017-03-21 02:21:00,424.0,339.0,342.72,396.8
2017-03-21 02:22:00,424.0,339.0,342.72,396.8
2017-03-21 02:23:00,424.0,339.0,342.72,396.8
2017-03-21 02:24:00,424.0,339.0,336.96,396.8
2017-03-21 02:25:00,416.0,339.0,336.96,396.8
2017-03-21 02:26:00,416.0,346.0,336.96,395.84
2017-03-21 02:27:00,416.0,346.0,336.96,395.84
2017-03-21 02:28:00,416.0,346.0,336.96,395.84
2017-03-21 02:29:00,416.0,346.0,342.72,395.84
2017-03-21 02:30:00,416.0,346.0,342.72,395.84
2017-03-21 02:31:00,414.0,349.0,342.72,400.0
2017-03-21 02:32:00,414.0,349.0,342.72,400.0
2017-03-21 02:33:00,414.0,349.0,342.72,400.0
2017-03-21 02:34:00,414.0,349.0,339.84,400.0
2017-03-21 02:35:00,414.0,349.0,339.84,400.0
2017-03-21 02:36:00,416.0,349.0,339.84,390.72
2017-03-21 02:37:00,416.0,349.0,339.84,390.72
2017-03-21 02:38:00,416.0,349.0,339.84,390.72
2017-03-21 02:39:00,416.0,349.0,342.72,390.72
2017-03-21 02:40:00,416.0,348.0,342.72,390.72
2017-03-21 02:41:00,412.0,348.0,342.72,400.96
2017-03-21 02:42:00,412.0,348.0,342.72,400.96
2017-03-21 02:43:00,412.0,348.0,342.72,400.96
2017-03-21 02:44:00,412.0,348.0,337.92,400.96
2017-03-21 02:45:00,412.0,348.0,337.92,400.96
2017-03-21 02:46:00,413.0,340.0,337.92,401.92
2017-03-21 02:47:00,413.0,340.0,337.92,401.92
2017-03-21 02:48:00,413.0,340.0,337.92,401.92
2017-03-21 02:49:00,413.0,340.0,331.84,401.92
2017-03-21 02:50:00,413.0,340.0,331.84,401.92
2017-03-21 02:51:00,408.0,328.0,331.84,396.8
2017-03-21 02:52:00,408.0,328.0,331.84,396.8
2017-03-21 02:53:00,408.0,328.0,331.84,396.8
2017-03-21 02:54:00,408.0,328.0,333.76,396.8
2017-03-21 02:55:00,408.0,328.0,333.76,396.8
2017-03-21 02:56:00,413.0,336.0,333.76,400.96
2017-03-21 02:57:00,413.0,336.0,333.76,400.96
2017-03-21 02:58:00,413.0,336.0,333.76,400.96
2017-03-21 02:59:00,413.0,336.0,333.76,400.96
2017-03-21 03:00:00,413.0,336.0,334.72,400.96
2017-03-21 03:01:00,413.0,342.0,334.72,398.72
2017-03-21 03:02:00,413.0,342.0,334.72,398.72
2017-03-21 03:03:00,413.0,342.0,334.72,398.72
2017-03-21 03:04:00,413.0,342.0,336.96,398.72
2017-03-21 03:05:00,413.0,342.0,336.96,398.72
2017-03-21 03:06:00,408.0,342.0,336.96,400.0
2017-03-21 03:07:00,408.0,342.0,336.96,400.0
2017-03-21 03:08:00,408.0,342.0,336.96,400.0
2017-03-21 03:09:00,408.0,342.0,331.84,400.0
2017-03-21 03:10:00,408.0,342.0,331.84,400.0
2017-03-21 03:11:00,401.0,344.0,331.84,397.76
2017-03-21 03:12:00,401.0,344.0,331.84,397.76
2017-03-21 03:13:00,401.0,344.0,331.84,397.76
2017-03-21 03:14:00,401.0,344.0,331.84,397.76
2017-03-21 03:15:00,401.0,344.0,331.84,397.76
2017-03-21 03:16:00,405.0,344.0,331.84,398.72
2017-03-21 03:17:00,405.0,344.0,331.84,398.72
2017-03-21 03:18:00,405.0,344.0,332.8,398.72
2017-03-21 03:19:00,405.0,344.0,328.96,398.72
2017-03-21 03:20:00,405.0,344.0,328.96,398.72
2017-03-21 03:21:00,412.0,340.0,328.96,390.72
2017-03-21 03:22:00,412.0,340.0,328.96,390.72
2017-03-21 03:23:00,412.0,340.0,328.96,390.72
2017-03-21 03:24:00,412.0,340.0,328.96,390.72
2017-03-21 03:25:00,412.0,340.0,328.96,390.72
2017-03-21 03:26:00,405.0,342.0,328.96,397.76
2017-03-21 03:27:00,405.0,342.0,328.96,397.76
2017-03-21 03:28:00,405.0,342.0,328.96,397.76
2017-03-21 03:29:00,405.0,342.0,332.8,397.76
2017-03-21 03:30:00,405.0,342.0,332.8,397.76
2017-03-21 03:31:00,410.0,339.0,332.8,390.72
2017-03-21 03:32:00,410.0,339.0,332.8,390.72
2017-03-21 03:33:00,410.0,339.0,332.8,390.72
2017-03-21 03:34:00,410.0,339.0,320.96,390.72
2017-03-21 03:35:00,410.0,339.0,320.96,390.72
2017-03-21 03:36:00,406.0,336.0,320.96,388.8
2017-03-21 03:37:00,406.0,336.0,320.96,388.8
2017-03-21 03:38:00,406.0,336.0,320.96,388.8
2017-03-21 03:39:00,406.0,336.0,320.96,388.8
2017-03-21 03:40:00,406.0,336.0,320.96,387.84
2017-03-21 03:41:00,405.0,337.0,320.96,387.84
2017-03-21 03:42:00,405.0,337.0,320.96,387.84
2017-03-21 03:43:00,405.0,337.0,320.96,387.84
2017-03-21 03:44:00,405.0,337.0,331.84,387.84
2017-03-21 03:45:00,405.0,337.0,331.84,382.72
2017-03-21 03:46:00,406.0,342.0,331.84,382.72
2017-03-21 03:47:00,406.0,342.0,331.84,382.72
2017-03-21 03:48:00,406.0,342.0,331.84,382.72
2017-03-21 03:49:00,406.0,342.0,331.84,382.72
2017-03-21 03:50:00,406.0,342.0,331.84,401.92
2017-03-21 03:51:00,392.0,336.0,331.84,401.92
2017-03-21 03:52:00,392.0,336.0,331.84,401.92
2017-03-21 03:53:00,392.0,336.0,331.84,401.92
2017-03-21 03:54:00,392.0,336.0,326.88,401.92
2017-03-21 03:55:00,392.0,336.0,326.88,400.0
2017-03-21 03:56:00,404.0,344.0,326.88,400.0
2017-03-21 03:57:00,404.0,344.0,326.88,400.0
2017-03-21 03:58:00,404.0,344.0,326.88,400.0
2017-03-21 03:59:00,404.0,344.0,324.96,400.0
2017-03-21 04:00:00,404.0,344.0,324.96,400.96
2017-03-21 04:01:00,402.0,344.0,324.96,400.96
2017-03-21 04:02:00,402.0,344.0,324.96,400.96
2017-03-21 04:03:00,402.0,344.0,324.96,400.96
2017-03-21 04:04:00,402.0,344.0,329.92,400.96
2017-03-21 04:05:00,402.0,344.0,329.92,395.84
2017-03-21 04:06:00,400.0,336.0,329.92,395.84
2017-03-21 04:07:00,400.0,336.0,329.92,395.84
2017-03-21 04:08:00,400.0,336.0,329.92,395.84
2017-03-21 04:09:00,400.0,336.0,326.88,395.84
2017-03-21 04:10:00,400.0,336.0,326.88,400.0
2017-03-21 04:11:00,402.0,334.0,326.88,400.0
2017-03-21 04:12:00,402.0,334.0,326.88,400.0
2017-03-21 04:13:00,402.0,334.0,326.88,400.0
2017-03-21 04:14:00,402.0,334.0,329.92,400.0
2017-03-21 04:15:00,402.0,334.0,329.92,395.84
2017-03-21 04:16:00,401.0,331.0,329.92,395.84
2017-03-21 04:17:00,401.0,331.0,329.92,395.84
2017-03-21 04:18:00,401.0,331.0,329.92,395.84
2017-03-21 04:19:00,401.0,331.0,322.88,395.84
2017-03-21 04:20:00,401.0,331.0,322.88,393.92
2017-03-21 04:21:00,408.0,331.0,322.88,393.92
2017-03-21 04:22:00,408.0,331.0,322.88,393.92
2017-03-21 04:23:00,408.0,331.0,322.88,393.92
2017-03-21 04:24:00,408.0,331.0,328.0,393.92
2017-03-21 04:25:00,408.0,331.0,328.0,392.0
2017-03-21 04:26:00,409.0,336.0,328.0,392.0
2017-03-21 04:27:00,409.0,336.0,328.0,392.0
2017-03-21 04:28:00,409.0,336.0,328.0,392.0
2017-03-21 04:29:00,409.0,336.0,326.88,392.0
2017-03-21 04:30:00,409.0,336.0,326.88,395.84
2017-03-21 04:31:00,397.0,336.0,326.88,395.84
2017-03-21 04:32:00,397.0,336.0,326.88,395.84
2017-03-21 04:33:00,397.0,336.0,326.88,395.84
2017-03-21 04:34:00,397.0,336.0,324.96,395.84
2017-03-21 04:35:00,397.0,336.0,324.96,401.92
2017-03-21 04:36:00,402.0,330.0,324.96,401.92
2017-03-21 04:37:00,402.0,330.0,324.96,401.92
2017-03-21 04:38:00,402.0,330.0,324.96,401.92
2017-03-21 04:39:00,402.0,330.0,320.96,401.92
2017-03-21 04:40:00,402.0,330.0,320.96,400.0
2017-03-21 04:41:00,402.0,330.0,320.96,400.0
2017-03-21 04:42:00,402.0,330.0,320.96,400.0
2017-03-21 04:43:00,402.0,330.0,320.96,400.0
2017-03-21 04:44:00,402.0,330.0,325.92,400.0
2017-03-21 04:45:00,402.0,330.0,325.92,398.72
2017-03-21 04:46:00,404.0,326.0,325.92,398.72
2017-03-21 04:47:00,404.0,326.0,325.92,398.72
2017-03-21 04:48:00,404.0,326.0,325.92,398.72
2017-03-21 04:49:00,404.0,326.0,320.96,398.72
2017-03-21 04:50:00,404.0,326.0,320.96,397.76
2017-03-21 04:51:00,398.0,328.0,320.96,397.76
2017-03-21 04:52:00,398.0,328.0,320.96,397.76
2017-03-21 04:53:00,398.0,328.0,320.96,397.76
2017-03-21 04:54:00,398.0,328.0,314.88,397.76
2017-03-21 04:55:00,398.0,328.0,314.88,394.88
2017-03-21 04:56:00,400.0,325.0,314.88,394.88
2017-03-21 04:57:00,400.0,325.0,314.88,394.88
2017-03-21 04:58:00,400.0,325.0,314.88,394.88
2017-03-21 04:59:00,400.0,325.0,316.0,394.88
2017-03-21 05:00:00,400.0,325.0,316.0,396.8
2017-03-21 05:01:00,406.0,328.0,316.0,396.8
2017-03-21 05:02:00,406.0,328.0,316.0,396.8
2017-03-21 05:03:00,406.0,328.0,316.0,396.8
2017-03-21 05:04:00,406.0,328.0,318.88,396.8
2017-03-21 05:05:00,406.0,328.0,318.88,403.84
2017-03-21 05:06:00,406.0,333.0,318.88,403.84
2017-03-21 05:07:00,406.0,333.0,318.88,403.84
2017-03-21 05:08:00,406.0,333.0,318.88,403.84
2017-03-21 05:09:00,406.0,333.0,320.96,403.84
2017-03-21 05:10:00,406.0,333.0,320.96,393.92
2017-03-21 05:11:00,412.0,336.0,320.96,393.92
2017-03-21 05:12:00,412.0,336.0,320.96,393.92
2017-03-21 05:13:00,412.0,336.0,320.96,393.92
2017-03-21 05:14:00,412.0,336.0,316.0,393.92
2017-03-21 05:15:00,412.0,336.0,316.0,400.0
2017-03-21 05:16:00,397.0,326.0,316.0,400.0
2017-03-21 05:17:00,397.0,326.0,316.0,400.0
2017-03-21 05:18:00,397.0,326.0,316.0,400.0
2017-03-21 05:19:00,397.0,326.0,312.0,400.0
2017-03-21 05:20:00,397.0,326.0,312.0,400.0
2017-03-21 05:21:00,403.0,333.0,312.0,392.0
2017-03-21 05:22:00,403.0,333.0,312.0,392.0
2017-03-21 05:23:00,403.0,333.0,312.0,392.0
2017-03-21 05:24:00,403.0,333.0,320.96,392.0
2017-03-21 05:25:00,403.0,333.0,320.96,387.84
2017-03-21 05:26:00,404.0,337.0,320.96,387.84
2017-03-21 05:27:00,404.0,337.0,320.96,387.84
2017-03-21 05:28:00,404.0,337.0,320.96,387.84
2017-03-21 05:29:00,404.0,337.0,317.92,387.84
2017-03-21 05:30:00,404.0,337.0,317.92,387.84
2017-03-21 05:31:00,394.0,341.0,317.92,387.84
2017-03-21 05:32:00,394.0,341.0,317.92,387.84
2017-03-21 05:33:00,394.0,341.0,317.92,387.84
2017-03-21 05:34:00,394.0,341.0,320.96,387.84
2017-03-21 05:35:00,394.0,341.0,320.96,387.84
2017-03-21 05:36:00,396.0,341.0,320.96,392.0
2017-03-21 05:37:00,396.0,341.0,320.96,392.0
2017-03-21 05:38:00,396.0,341.0,320.96,392.0
2017-03-21 05:39:00,396.0,341.0,316.0,392.0
2017-03-21 05:40:00,396.0,341.0,316.0,392.0
2017-03-21 05:41:00,393.0,344.0,316.0,400.96
2017-03-21 05:42:00,393.0,344.0,316.0,400.96
2017-03-21 05:43:00,393.0,344.0,316.0,400.96
2017-03-21 05:44:00,393.0,344.0,316.0,400.96
2017-03-21 05:45:00,393.0,344.0,316.0,396.8
2017-03-21 05:46:00,386.0,328.0,316.0,396.8
2017-03-21 05:47:00,386.0,328.0,316.0,396.8
2017-03-21 05:48:00,386.0,328.0,316.0,396.8
2017-03-21 05:49:00,386.0,328.0,314.88,396.8
2017-03-21 05:50:00,386.0,328.0,314.88,396.8
2017-03-21 05:51:00,388.0,324.0,314.88,390.72
2017-03-21 05:52:00,388.0,324.0,314.88,390.72
2017-03-21 05:53:00,388.0,324.0,314.88,390.72
2017-03-21 05:54:00,388.0,324.0,312.0,390.72
2017-03-21 05:55:00,388.0,324.0,312.0,390.72
2017-03-21 05:56:00,392.0,334.0,312.0,390.72
2017-03-21 05:57:00,392.0,334.0,312.0,390.72
2017-03-21 05:58:00,392.0,334.0,312.0,390.72
2017-03-21 05:59:00,392.0,334.0,312.0,390.72
2017-03-21 06:00:00,392.0,334.0,312.0,390.72
2017-03-21 06:01:00,392.0,336.0,312.96,400.96
2017-03-21 06:02:00,392.0,336.0,312.96,400.96
2017-03-21 06:03:00,392.0,336.0,312.96,400.96
2017-03-21 06:04:00,392.0,336.0,308.0,400.96
2017-03-21 06:05:00,392.0,336.0,308.0,400.96
2017-03-21 06:06:00,389.0,330.0,308.0,398.72
2017-03-21 06:07:00,389.0,330.0,308.0,398.72
2017-03-21 06:08:00,389.0,330.0,308.0,398.72
2017-03-21 06:09:00,389.0,330.0,309.92,398.72
2017-03-21 06:10:00,389.0,330.0,309.92,398.72
2017-03-21 06:11:00,388.0,333.0,309.92,398.72
2017-03-21 06:12:00,388.0,333.0,309.92,398.72
2017-03-21 06:13:00,388.0,333.0,309.92,398.72
2017-03-21 06:14:00,388.0,333.0,317.92,398.72
2017-03-21 06:15:00,388.0,333.0,317.92,398.72
2017-03-21 06:16:00,388.0,336.0,317.92,388.8
2017-03-21 06:17:00,388.0,336.0,317.92,388.8
2017-03-21 06:18:00,388.0,336.0,317.92,388.8
2017-03-21 06:19:00,388.0,336.0,316.0,388.8
2017-03-21 06:20:00,388.0,336.0,316.0,388.8
2017-03-21 06:21:00,389.0,330.0,316.0,404.8
2017-03-21 06:22:00,389.0,330.0,316.0,404.8
2017-03-21 06:23:00,389.0,330.0,316.0,404.8
2017-03-21 06:24:00,389.0,330.0,314.88,404.8
2017-03-21 06:25:00,389.0,330.0,314.88,404.8
2017-03-21 06:26:00,385.0,326.0,314.88,394.88
2017-03-21 06:27:00,385.0,326.0,314.88,394.88
2017-03-21 06:28:00,385.0,326.0,314.88,394.88
2017-03-21 06:29:00,385.0,326.0,321.92,394.88
2017-03-21 06:30:00,385.0,326.0,321.92,394.88
2017-03-21 06:31:00,385.0,337.0,321.92,394.88
2017-03-21 06:32:00,385.0,337.0,321.92,394.88
2017-03-21 06:33:00,385.0,337.0,321.92,394.88
2017-03-21 06:34:00,385.0,337.0,321.92,394.88
2017-03-21 06:35:00,385.0,337.0,321.92,394.88
2017-03-21 06:36:00,408.0,331.0,321.92,460.8
2017-03-21 06:37:00,408.0,331.0,320.96,460.8
2017-03-21 06:38:00,408.0,331.0,320.96,460.8
2017-03-21 06:39:00,408.0,331.0,320.96,460.8
2017-03-21 06:40:00,408.0,331.0,320.96,460.8
2017-03-21 06:41:00,408.0,317.0,320.96,472.96
2017-03-21 06:42:00,408.0,317.0,320.96,472.96
2017-03-21 06:43:00,408.0,317.0,322.88,472.96
2017-03-21 06:44:00,408.0,317.0,312.96,472.96
2017-03-21 06:45:00,408.0,317.0,312.96,472.96
2017-03-21 06:46:00,408.0,304.0,312.96,416.0
2017-03-21 06:47:00,408.0,304.0,312.96,416.0
2017-03-21 06:48:00,408.0,304.0,312.96,416.0
2017-03-21 06:49:00,408.0,304.0,316.96,416.0
2017-03-21 06:50:00,408.0,304.0,316.96,416.0
2017-03-21 06:51:00,411.0,304.0,316.96,389.76
2017-03-21 06:52:00,411.0,304.0,316.96,389.76
2017-03-21 06:53:00,411.0,304.0,316.96,389.76
2017-03-21 06:54:00,411.0,304.0,313.92,389.76
2017-03-21 06:55:00,411.0,304.0,313.92,389.76
2017-03-21 06:56:00,421.0,310.0,313.92,412.8
2017-03-21 06:57:00,421.0,310.0,313.92,412.8
2017-03-21 06:58:00,421.0,310.0,313.92,412.8
2017-03-21 06:59:00,421.0,310.0,312.0,412.8
2017-03-21 07:00:00,421.0,310.0,312.0,412.8
2017-03-21 07:01:00,432.0,329.0,312.0,402.88
2017-03-21 07:02:00,432.0,329.0,312.0,402.88
2017-03-21 07:03:00,432.0,329.0,312.0,402.88
2017-03-21 07:04:00,432.0,329.0,306.88,402.88
2017-03-21 07:05:00,432.0,329.0,304.0,402.88
2017-03-21 07:06:00,416.0,348.0,304.0,403.84
2017-03-21 07:07:00,416.0,348.0,304.0,403.84
2017-03-21 07:08:00,416.0,348.0,304.0,403.84
2017-03-21 07:09:00,416.0,348.0,304.0,403.84
2017-03-21 07:10:00,416.0,348.0,312.0,403.84
2017-03-21 07:11:00,460.0,361.0,312.0,392.96
2017-03-21 07:12:00,460.0,361.0,312.0,392.96
2017-03-21 07:13:00,460.0,361.0,312.0,392.96
2017-03-21 07:14:00,528.0,361.0,312.0,496.96
2017-03-21 07:15:00,528.0,361.0,324.96,496.96
2017-03-21 07:16:00,528.0,368.0,324.96,496.96
2017-03-21 07:17:00,528.0,368.0,324.96,496.96
2017-03-21 07:18:00,528.0,368.0,324.96,606.72
2017-03-21 07:19:00,646.0,368.0,324.96,606.72
2017-03-21 07:20:00,646.0,368.0,336.0,606.72
2017-03-21 07:21:00,646.0,368.0,336.0,606.72
2017-03-21 07:22:00,646.0,368.0,336.0,606.72
2017-03-21 07:23:00,646.0,368.0,336.0,715.52
2017-03-21 07:24:00,709.0,368.0,336.0,715.52
2017-03-21 07:25:00,709.0,368.0,337.92,715.52
2017-03-21 07:26:00,709.0,392.0,337.92,715.52
2017-03-21 07:27:00,709.0,392.0,337.92,715.52
2017-03-21 07:28:00,709.0,392.0,337.92,757.76
2017-03-21 07:29:00,538.0,392.0,337.92,757.76
2017-03-21 07:30:00,538.0,392.0,342.72,757.76
2017-03-21 07:31:00,538.0,400.0,342.72,757.76
2017-03-21 07:32:00,538.0,400.0,342.72,757.76
2017-03-21 07:33:00,538.0,400.0,342.72,766.72
2017-03-21 07:34:00,470.0,400.0,342.72,766.72
2017-03-21 07:35:00,470.0,400.0,346.88,766.72
2017-03-21 07:36:00,696.0,411.0,346.88,766.72
2017-03-21 07:37:00,696.0,411.0,346.88,766.72
2017-03-21 07:38:00,696.0,411.0,346.88,766.72
2017-03-21 07:39:00,696.0,411.0,346.88,746.88
2017-03-21 07:40:00,696.0,411.0,360.96,746.88
2017-03-21 07:41:00,593.0,448.0,360.96,746.88
2017-03-21 07:42:00,593.0,448.0,360.96,746.88
2017-03-21 07:43:00,593.0,448.0,360.96,746.88
2017-03-21 07:44:00,593.0,448.0,360.96,743.68
2017-03-21 07:45:00,593.0,448.0,354.88,743.68
2017-03-21 07:46:00,555.0,440.0,354.88,743.68
2017-03-21 07:47:00,555.0,440.0,354.88,743.68
2017-03-21 07:48:00,555.0,440.0,354.88,743.68
2017-03-21 07:49:00,555.0,440.0,354.88,730.88
2017-03-21 07:50:00,555.0,440.0,368.96,730.88
2017-03-21 07:51:00,555.0,464.0,368.96,730.88
2017-03-21 07:52:00,555.0,464.0,368.96,730.88
2017-03-21 07:53:00,555.0,464.0,368.96,733.44
2017-03-21 07:54:00,555.0,464.0,368.96,733.44
2017-03-21 07:55:00,555.0,464.0,372.8,733.44
2017-03-21 07:56:00,555.0,469.0,372.8,733.44
2017-03-21 07:57:00,515.0,469.0,372.8,733.44
2017-03-21 07:58:00,515.0,469.0,372.8,733.44
2017-03-21 07:59:00,515.0,469.0,372.8,726.4
2017-03-21 08:00:00,515.0,469.0,368.96,726.4
